name,value,year,lastValue,rank
guerre,2.2482703800193593,1,2.2482703800193593,1
politique,1.992235891497034,1,1.992235891497034,2
international,1.7913661507459664,1,1.7913661507459664,3
analyse,1.7907036079017544,1,1.7907036079017544,4
nationale,1.0719578730178707,1,1.0719578730178707,5
interview,0.8560922364100196,1,0.8560922364100196,6
poutine,0.7782229823062624,1,0.7782229823062624,7
analyses,0.6909587381759315,1,0.6909587381759315,8
immigration,0.07178240634796909,1,0.07178240634796909,9
politique,1.9422840195465163,2,1.992235891497034,1
analyse,1.8034455704122694,2,1.7907036079017544,2
international,1.6330154283722829,2,1.7913661507459664,3
guerre,1.4303267709728562,2,2.2482703800193593,4
interview,1.2425302829105422,2,0.8560922364100196,5
nationale,1.1089734143634766,2,1.0719578730178707,6
poutine,0.9390601499228062,2,0.7782229823062624,7
analyses,0.8065925128076169,2,0.6909587381759315,8
immigration,0.15557220853576875,2,0.07178240634796909,9
politique,1.9801788545312622,3,1.9422840195465163,1
guerre,1.5891168201000618,3,1.4303267709728562,2
international,1.4165306146495333,3,1.6330154283722829,3
analyse,1.4122951143410187,3,1.8034455704122694,4
interview,1.2366840595693116,3,1.2425302829105422,5
nationale,0.9580808459475525,3,1.1089734143634766,6
analyses,0.7971805930783893,3,0.8065925128076169,7
poutine,0.27498871630480126,3,0.9390601499228062,8
immigration,0.18303816859951677,3,0.15557220853576875,9
politique,2.0797303349310265,4,1.9801788545312622,1
guerre,1.6514667866750514,4,1.5891168201000618,2
nationale,1.6315107352343976,4,0.9580808459475525,3
analyse,1.4017334829384407,4,1.4122951143410187,4
international,1.2521714900872443,4,1.4165306146495333,5
interview,1.1947191679672358,4,1.2366840595693116,6
analyses,0.709735504102664,4,0.7971805930783893,7
immigration,0.20378420999837918,4,0.18303816859951677,8
poutine,0.19282240580200216,4,0.27498871630480126,9
nationale,2.1199339161757167,5,1.6315107352343976,1
politique,1.8756094130426166,5,2.0797303349310265,2
analyse,1.3994738877700186,5,1.4017334829384407,3
guerre,1.3775254269726689,5,1.6514667866750514,4
interview,1.264439031391678,5,1.1947191679672358,5
international,1.233900953404531,5,1.2521714900872443,6
analyses,0.6318255061894247,5,0.709735504102664,7
poutine,0.6271014336235463,5,0.19282240580200216,8
immigration,0.10453584358666207,5,0.20378420999837918,9
analyse,2.319393459676574,6,1.3994738877700186,1
guerre,1.5790707131021757,6,1.3775254269726689,2
nationale,1.478405871900348,6,2.1199339161757167,3
politique,1.4334836070826333,6,1.8756094130426166,4
international,1.1626571718210315,6,1.233900953404531,5
interview,0.9429659288270729,6,1.264439031391678,6
poutine,0.8342631657144577,6,0.6271014336235463,7
analyses,0.6086565792422988,6,0.6318255061894247,8
immigration,0.0,6,0.10453584358666207,9
analyse,2.591079781389473,7,2.319393459676574,1
guerre,1.432158003805553,7,1.5790707131021757,2
politique,1.1722303868882569,7,1.4334836070826333,3
international,1.0820370714475773,7,1.1626571718210315,4
nationale,1.065844531023504,7,1.478405871900348,5
interview,0.8071742937969413,7,0.9429659288270729,6
analyses,0.5945356984517598,7,0.6086565792422988,7
poutine,0.41632722833074975,7,0.8342631657144577,8
immigration,0.0,7,0.0,9
analyse,2.012270194285305,8,2.591079781389473,1
politique,1.4704759645940562,8,1.1722303868882569,2
guerre,1.2932208505199865,8,1.432158003805553,3
interview,1.0840515684147394,8,0.8071742937969413,4
nationale,1.075443842217088,8,1.065844531023504,5
international,0.990516137154402,8,1.0820370714475773,6
analyses,0.6729209812479182,8,0.5945356984517598,7
poutine,0.34723659131880713,8,0.41632722833074975,8
immigration,0.16340489886678314,8,0.0,9
analyse,2.1157700975184666,9,2.012270194285305,1
politique,1.8618640934286288,9,1.4704759645940562,2
guerre,1.5723676680326224,9,1.2932208505199865,3
nationale,1.2517423400422563,9,1.075443842217088,4
interview,1.1598260141128351,9,1.0840515684147394,5
international,0.9687302981448989,9,0.990516137154402,6
analyses,0.6881255420766867,9,0.6729209812479182,7
poutine,0.35432611302924377,9,0.34723659131880713,8
immigration,0.2082674940067708,9,0.16340489886678314,9
analyse,2.206883142358633,10,2.1157700975184666,1
politique,2.0582605276461234,10,1.8618640934286288,2
guerre,1.4325430378905288,10,1.5723676680326224,3
nationale,1.3712976095827263,10,1.2517423400422563,4
interview,1.2721593866518184,10,1.1598260141128351,5
international,0.8953323032948237,10,0.9687302981448989,6
analyses,0.6627669675223034,10,0.6881255420766867,7
poutine,0.3610345340648142,10,0.35432611302924377,8
immigration,0.07703309880943573,10,0.2082674940067708,9
politique,2.307432814438426,11,2.0582605276461234,1
analyse,1.8213344043601383,11,2.206883142358633,2
interview,1.607084518289697,11,1.2721593866518184,3
nationale,1.3908527551377863,11,1.3712976095827263,4
guerre,1.0956699380139159,11,1.4325430378905288,5
international,0.7163310151528439,11,0.8953323032948237,6
analyses,0.6773289886899387,11,0.6627669675223034,7
poutine,0.3088620295831088,11,0.3610345340648142,8
immigration,0.032170503669448076,11,0.07703309880943573,9
politique,2.0276546581796335,12,2.307432814438426,1
analyse,1.620534592570049,12,1.8213344043601383,2
interview,1.605716974616671,12,1.607084518289697,3
nationale,1.3572412639866867,12,1.3908527551377863,4
guerre,1.3004696453264364,12,1.0956699380139159,5
international,0.7776364787320049,12,0.7163310151528439,6
analyses,0.7077104479270397,12,0.6773289886899387,7
poutine,0.11432372162249838,12,0.3088620295831088,8
immigration,0.04933732186630105,12,0.032170503669448076,9
analyse,2.0467885666105916,13,1.620534592570049,1
nationale,1.984501780378885,13,1.3572412639866867,2
politique,1.9010496151621046,13,2.0276546581796335,3
guerre,1.3859757351986908,13,1.3004696453264364,4
interview,1.2547986422317514,13,1.605716974616671,5
poutine,1.1480558154600353,13,0.11432372162249838,6
international,0.9818635926400067,13,0.7776364787320049,7
analyses,0.7603519831942929,13,0.7077104479270397,8
immigration,0.09312296708170176,13,0.04933732186630105,9
politique,2.551723891925496,14,1.9010496151621046,1
nationale,2.2565906061702607,14,1.984501780378885,2
analyse,2.14731097466127,14,2.0467885666105916,3
guerre,1.6546542990688013,14,1.3859757351986908,4
interview,1.581684115579225,14,1.2547986422317514,5
poutine,1.149155754994283,14,1.1480558154600353,6
international,0.9118428367432834,14,0.9818635926400067,7
analyses,0.7450891280756937,14,0.7603519831942929,8
immigration,0.057901963679545254,14,0.09312296708170176,9
politique,2.5780148813126362,15,2.551723891925496,1
analyse,2.005736114668888,15,2.14731097466127,2
interview,1.848933721255321,15,1.581684115579225,3
guerre,1.725729411600948,15,1.6546542990688013,4
nationale,1.7222858497479234,15,2.2565906061702607,5
analyses,0.7629588022503975,15,0.7450891280756937,6
international,0.7235272399656714,15,0.9118428367432834,7
poutine,0.17012670837658803,15,1.149155754994283,8
immigration,0.06271714950611232,15,0.057901963679545254,9
politique,2.445395026997591,16,2.5780148813126362,1
analyse,2.078661840714255,16,2.005736114668888,2
interview,1.4311746311166722,16,1.848933721255321,3
guerre,1.3469195484026912,16,1.725729411600948,4
nationale,1.0956277371892196,16,1.7222858497479234,5
international,0.8883205630811044,16,0.7235272399656714,6
analyses,0.7599080012445094,16,0.7629588022503975,7
poutine,0.31831537452405056,16,0.17012670837658803,8
immigration,0.1017715515993613,16,0.06271714950611232,9
politique,2.502848026822419,17,2.445395026997591,1
analyse,2.211104392017309,17,2.078661840714255,2
guerre,1.2759427582815654,17,1.3469195484026912,3
interview,1.1817341077067276,17,1.4311746311166722,4
international,0.9295177155784118,17,0.8883205630811044,5
nationale,0.9075318309479402,17,1.0956277371892196,6
analyses,0.7328411434752065,17,0.7599080012445094,7
poutine,0.4469603687743908,17,0.31831537452405056,8
immigration,0.0666478095061806,17,0.1017715515993613,9
politique,2.373103695754901,18,2.502848026822419,1
analyse,2.173463045640969,18,2.211104392017309,2
interview,1.4170069657846895,18,1.1817341077067276,3
guerre,1.2273193170422791,18,1.2759427582815654,4
nationale,1.1750756995562506,18,0.9075318309479402,5
international,0.9283236835973073,18,0.9295177155784118,6
analyses,0.7371557771436211,18,0.7328411434752065,7
poutine,0.37619381493401577,18,0.4469603687743908,8
immigration,0.10624693667640545,18,0.0666478095061806,9
analyse,2.672821212034317,19,2.173463045640969,1
politique,2.2244269767236515,19,2.373103695754901,2
interview,1.6266403417066222,19,1.4170069657846895,3
international,1.1733562236193993,19,0.9283236835973073,4
guerre,1.0882922216656477,19,1.2273193170422791,5
nationale,1.0233791924867912,19,1.1750756995562506,6
